3.766s sys-module-fuse.device
3.681s sys-module-configfs.device
3.656s dev-ttyS1.device
3.656s sys-devices-platform-serial8250-tty-ttyS1.device
3.655s sys-devices-platform-serial8250-tty-ttyS2.device
3.655s dev-ttyS2.device
3.655s dev-ttyS3.device
3.655s sys-devices-platform-serial8250-tty-ttyS3.device
3.654s sys-devices-pnp0-00:04-tty-ttyS0.device
3.654s dev-ttyS0.device
3.517s sys-subsystem-net-devices-ens5.device
3.517s sys-devices-pci0000:00-0000:00:05.0-net-ens5.device
3.507s dev-disk-by\x2did-nvme\x2duuid.2eb39f6c\x2d2eb0\x2d518f\x2da94a\x2d8a30fdb183dd\x2dpart4.device
3.507s dev-nvme0n1p4.device
3.507s dev-disk-by\x2dpartlabel-root.device
3.507s dev-disk-by\x2did-nvme\x2dAmazon_Elastic_Block_Store_vol04a409e13a158a7b9\x2dpart4.device
3.507s dev-disk-by\x2dpath-pci\x2d0000:00:04.0\x2dnvme\x2d1\x2dpart4.device
3.507s sys-devices-pci0000:00-0000:00:04.0-nvme-nvme0-nvme0n1-nvme0n1p4.device
3.507s dev-disk-by\x2dlabel-root.device
3.507s dev-disk-by\x2did-nvme\x2dAmazon_Elastic_Block_Store_vol04a409e13a158a7b9_1\x2dpart4.device
3.507s dev-disk-by\x2duuid-b18c7805\x2d0825\x2d4236\x2dbc60\x2da8bfa06b8083.device
3.507s dev-disk-by\x2dpartuuid-fa8cd102\x2d5e92\x2d554e\x2dac90\x2da1f2e48e1148.device
3.505s dev-disk-by\x2dpath-pci\x2d0000:00:04.0\x2dnvme\x2d1\x2dpart1.device
3.505s dev-disk-by\x2did-nvme\x2dAmazon_Elastic_Block_Store_vol04a409e13a158a7b9\x2dpart1.device
3.505s dev-disk-by\x2dpartlabel-BIOS\x2dBOOT.device
3.505s dev-disk-by\x2dpartuuid-269357c1\x2d2a68\x2dba45\x2d96fd\x2d3054dd657a64.device
3.505s dev-disk-by\x2did-nvme\x2dAmazon_Elastic_Block_Store_vol04a409e13a158a7b9_1\x2dpart1.device
3.505s sys-devices-pci0000:00-0000:00:04.0-nvme-nvme0-nvme0n1-nvme0n1p1.device
3.505s dev-disk-by\x2did-nvme\x2duuid.2eb39f6c\x2d2eb0\x2d518f\x2da94a\x2d8a30fdb183dd\x2dpart1.device
3.505s dev-nvme0n1p1.device
3.505s dev-disk-by\x2ddiskseq-1.device
3.505s dev-disk-by\x2did-nvme\x2dAmazon_Elastic_Block_Store_vol04a409e13a158a7b9.device
3.505s dev-disk-by\x2did-nvme\x2dAmazon_Elastic_Block_Store_vol04a409e13a158a7b9_1.device
3.505s dev-disk-by\x2dpath-pci\x2d0000:00:04.0\x2dnvme\x2d1.device
3.505s dev-disk-by\x2did-nvme\x2duuid.2eb39f6c\x2d2eb0\x2d518f\x2da94a\x2d8a30fdb183dd.device
3.505s dev-nvme0n1.device
3.505s sys-devices-pci0000:00-0000:00:04.0-nvme-nvme0-nvme0n1.device
3.425s dev-disk-by\x2did-nvme\x2dAmazon_Elastic_Block_Store_vol04a409e13a158a7b9\x2dpart3.device
3.425s dev-disk-by\x2dlabel-boot.device
3.425s dev-disk-by\x2dpath-pci\x2d0000:00:04.0\x2dnvme\x2d1\x2dpart3.device
3.425s dev-disk-by\x2dpartuuid-7fa173a2\x2de9c4\x2dd14e\x2d9e6f\x2d723f5e98b49a.device
3.425s dev-disk-by\x2duuid-6aa6613f\x2d3144\x2d447c\x2db11e\x2d1b1164c8c873.device
3.425s dev-disk-by\x2did-nvme\x2duuid.2eb39f6c\x2d2eb0\x2d518f\x2da94a\x2d8a30fdb183dd\x2dpart3.device
3.425s dev-nvme0n1p3.device
3.425s dev-disk-by\x2dpartlabel-boot.device
3.425s sys-devices-pci0000:00-0000:00:04.0-nvme-nvme0-nvme0n1-nvme0n1p3.device
3.425s dev-disk-by\x2did-nvme\x2dAmazon_Elastic_Block_Store_vol04a409e13a158a7b9_1\x2dpart3.device
3.412s dev-disk-by\x2did-nvme\x2dAmazon_Elastic_Block_Store_vol04a409e13a158a7b9\x2dpart2.device
3.412s dev-nvme0n1p2.device
3.412s dev-disk-by\x2dpath-pci\x2d0000:00:04.0\x2dnvme\x2d1\x2dpart2.device
