9.095s chrony-wait.service
3.932s sys-module-fuse.device
3.896s ovs-configuration.service
3.843s sys-module-configfs.device
3.810s dev-ttyS3.device
3.810s sys-devices-platform-serial8250-tty-ttyS3.device
3.808s sys-devices-pnp0-00:04-tty-ttyS0.device
3.808s dev-ttyS2.device
3.808s sys-devices-platform-serial8250-tty-ttyS2.device
3.808s dev-ttyS0.device
3.806s dev-ttyS1.device
3.806s sys-devices-platform-serial8250-tty-ttyS1.device
3.682s sys-devices-pci0000:00-0000:00:05.0-net-ens5.device
3.682s sys-subsystem-net-devices-ens5.device
3.658s sys-devices-pci0000:00-0000:00:04.0-nvme-nvme0-nvme0n1-nvme0n1p4.device
3.658s dev-disk-by\x2duuid-6750288b\x2dbd94\x2d46ce\x2d8d61\x2deabe9129917a.device
3.658s dev-disk-by\x2dpartlabel-root.device
3.658s dev-disk-by\x2did-nvme\x2dAmazon_Elastic_Block_Store_vol0b2e837c03f697a95\x2dpart4.device
3.658s dev-nvme0n1p4.device
3.651s dev-disk-by\x2did-nvme\x2dAmazon_Elastic_Block_Store_vol0b2e837c03f697a95\x2dpart1.device
3.651s dev-disk-by\x2dpartlabel-BIOS\x2dBOOT.device
3.651s dev-disk-by\x2did-nvme\x2dAmazon_Elastic_Block_Store_vol0b2e837c03f697a95_1\x2dpart1.device
3.651s dev-disk-by\x2dpartuuid-269357c1\x2d2a68\x2dba45\x2d96fd\x2d3054dd657a64.device
3.651s dev-disk-by\x2dpath-pci\x2d0000:00:04.0\x2dnvme\x2d1\x2dpart1.device
3.651s sys-devices-pci0000:00-0000:00:04.0-nvme-nvme0-nvme0n1-nvme0n1p1.device
3.651s dev-nvme0n1p1.device
3.651s dev-disk-by\x2did-nvme\x2duuid.c486e936\x2dbf29\x2d5b64\x2d9025\x2dd688a08cb480\x2dpart1.device
3.647s dev-disk-by\x2did-nvme\x2dAmazon_Elastic_Block_Store_vol0b2e837c03f697a95_1.device
3.647s dev-nvme0n1.device
3.647s sys-devices-pci0000:00-0000:00:04.0-nvme-nvme0-nvme0n1.device
3.647s dev-disk-by\x2did-nvme\x2dAmazon_Elastic_Block_Store_vol0b2e837c03f697a95.device
3.647s dev-disk-by\x2dpath-pci\x2d0000:00:04.0\x2dnvme\x2d1.device
3.647s dev-disk-by\x2did-nvme\x2duuid.c486e936\x2dbf29\x2d5b64\x2d9025\x2dd688a08cb480.device
3.647s dev-disk-by\x2ddiskseq-1.device
3.588s dev-disk-by\x2did-nvme\x2dAmazon_Elastic_Block_Store_vol0b2e837c03f697a95_1\x2dpart3.device
3.588s dev-disk-by\x2dlabel-boot.device
3.588s dev-disk-by\x2did-nvme\x2dAmazon_Elastic_Block_Store_vol0b2e837c03f697a95\x2dpart3.device
3.588s dev-disk-by\x2dpartlabel-boot.device
3.588s dev-disk-by\x2dpath-pci\x2d0000:00:04.0\x2dnvme\x2d1\x2dpart3.device
