17.092s chrony-wait.service
 3.832s sys-module-fuse.device
 3.750s sys-module-configfs.device
 3.720s sys-devices-platform-serial8250-tty-ttyS2.device
 3.720s dev-ttyS2.device
 3.717s sys-devices-platform-serial8250-tty-ttyS3.device
 3.717s dev-ttyS3.device
 3.716s dev-ttyS1.device
 3.716s sys-devices-platform-serial8250-tty-ttyS1.device
 3.714s dev-ttyS0.device
 3.714s sys-devices-pnp0-00:04-tty-ttyS0.device
 3.572s sys-subsystem-net-devices-ens5.device
 3.572s sys-devices-pci0000:00-0000:00:05.0-net-ens5.device
 3.551s dev-nvme0n1p3.device
 3.551s sys-devices-pci0000:00-0000:00:04.0-nvme-nvme0-nvme0n1-nvme0n1p3.device
 3.551s dev-disk-by\x2dpartlabel-boot.device
 3.551s dev-disk-by\x2did-nvme\x2dAmazon_Elastic_Block_Store_vol0945775170d5b9501_1\x2dpart3.device
 3.551s dev-disk-by\x2dpartuuid-7fa173a2\x2de9c4\x2dd14e\x2d9e6f\x2d723f5e98b49a.device
 3.551s dev-disk-by\x2duuid-43c14004\x2d33ab\x2d44f1\x2dbeeb\x2d1d0fd19de091.device
 3.551s dev-disk-by\x2dlabel-boot.device
 3.551s dev-disk-by\x2did-nvme\x2dAmazon_Elastic_Block_Store_vol0945775170d5b9501\x2dpart3.device
 3.551s dev-disk-by\x2dpath-pci\x2d0000:00:04.0\x2dnvme\x2d1\x2dpart3.device
 3.551s dev-disk-by\x2did-nvme\x2duuid.2c09e320\x2d7565\x2d5c24\x2d9134\x2def242142ff68\x2dpart3.device
 3.551s dev-nvme0n1.device
 3.551s dev-disk-by\x2did-nvme\x2dAmazon_Elastic_Block_Store_vol0945775170d5b9501_1.device
 3.551s dev-disk-by\x2did-nvme\x2duuid.2c09e320\x2d7565\x2d5c24\x2d9134\x2def242142ff68.device
 3.551s sys-devices-pci0000:00-0000:00:04.0-nvme-nvme0-nvme0n1.device
 3.551s dev-disk-by\x2ddiskseq-1.device
 3.551s dev-disk-by\x2dpath-pci\x2d0000:00:04.0\x2dnvme\x2d1.device
 3.551s dev-disk-by\x2did-nvme\x2dAmazon_Elastic_Block_Store_vol0945775170d5b9501.device
 3.551s sys-devices-pci0000:00-0000:00:04.0-nvme-nvme0-nvme0n1-nvme0n1p2.device
 3.551s dev-nvme0n1p2.device
 3.550s dev-disk-by\x2did-nvme\x2dAmazon_Elastic_Block_Store_vol0945775170d5b9501_1\x2dpart2.device
 3.550s dev-disk-by\x2dpartuuid-42568aa5\x2d4d2f\x2d5544\x2dba18\x2d484330be8bdb.device
 3.550s dev-disk-by\x2did-nvme\x2duuid.2c09e320\x2d7565\x2d5c24\x2d9134\x2def242142ff68\x2dpart2.device
 3.550s dev-disk-by\x2dpath-pci\x2d0000:00:04.0\x2dnvme\x2d1\x2dpart2.device
 3.550s dev-disk-by\x2dlabel-EFI\x2dSYSTEM.device
 3.550s dev-disk-by\x2dpartlabel-EFI\x2dSYSTEM.device
 3.550s dev-disk-by\x2did-nvme\x2dAmazon_Elastic_Block_Store_vol0945775170d5b9501\x2dpart2.device
 3.550s dev-disk-by\x2duuid-7B77\x2d95E7.device
 3.548s dev-disk-by\x2dpartuuid-269357c1\x2d2a68\x2dba45\x2d96fd\x2d3054dd657a64.device
 3.548s dev-nvme0n1p1.device
 3.548s dev-disk-by\x2did-nvme\x2dAmazon_Elastic_Block_Store_vol0945775170d5b9501_1\x2dpart1.device
