7.092s chrony-wait.service
3.737s sys-module-fuse.device
3.657s sys-module-configfs.device
3.625s sys-devices-platform-serial8250-tty-ttyS1.device
3.625s dev-ttyS1.device
3.625s sys-devices-pnp0-00:04-tty-ttyS0.device
3.625s dev-ttyS0.device
3.624s sys-devices-platform-serial8250-tty-ttyS2.device
3.624s dev-ttyS2.device
3.624s sys-devices-platform-serial8250-tty-ttyS3.device
3.624s dev-ttyS3.device
3.482s sys-devices-pci0000:00-0000:00:05.0-net-ens5.device
3.482s sys-subsystem-net-devices-ens5.device
3.463s sys-devices-pci0000:00-0000:00:04.0-nvme-nvme0-nvme0n1-nvme0n1p1.device
3.463s dev-disk-by\x2dpath-pci\x2d0000:00:04.0\x2dnvme\x2d1\x2dpart1.device
3.463s dev-disk-by\x2did-nvme\x2dAmazon_Elastic_Block_Store_vol027d25e008fc0658b_1\x2dpart1.device
3.463s dev-nvme0n1p1.device
3.463s dev-disk-by\x2did-nvme\x2duuid.1a6d03e4\x2db5de\x2d55fb\x2dad15\x2d74b7caf88d62\x2dpart1.device
3.463s dev-disk-by\x2dpartlabel-BIOS\x2dBOOT.device
3.463s dev-disk-by\x2dpartuuid-269357c1\x2d2a68\x2dba45\x2d96fd\x2d3054dd657a64.device
3.463s dev-disk-by\x2did-nvme\x2dAmazon_Elastic_Block_Store_vol027d25e008fc0658b\x2dpart1.device
3.462s dev-disk-by\x2duuid-21c9cc09\x2df77c\x2d4efd\x2d8dc8\x2d91a212037d4e.device
3.461s dev-disk-by\x2did-nvme\x2duuid.1a6d03e4\x2db5de\x2d55fb\x2dad15\x2d74b7caf88d62.device
3.461s dev-disk-by\x2did-nvme\x2dAmazon_Elastic_Block_Store_vol027d25e008fc0658b.device
3.461s dev-disk-by\x2did-nvme\x2dAmazon_Elastic_Block_Store_vol027d25e008fc0658b_1.device
3.461s dev-nvme0n1.device
3.461s sys-devices-pci0000:00-0000:00:04.0-nvme-nvme0-nvme0n1.device
3.461s dev-disk-by\x2ddiskseq-1.device
3.461s dev-disk-by\x2dpath-pci\x2d0000:00:04.0\x2dnvme\x2d1.device
3.369s dev-disk-by\x2did-nvme\x2duuid.1a6d03e4\x2db5de\x2d55fb\x2dad15\x2d74b7caf88d62\x2dpart3.device
3.369s dev-disk-by\x2dpartlabel-boot.device
3.369s dev-disk-by\x2did-nvme\x2dAmazon_Elastic_Block_Store_vol027d25e008fc0658b_1\x2dpart3.device
3.369s dev-disk-by\x2dpartuuid-7fa173a2\x2de9c4\x2dd14e\x2d9e6f\x2d723f5e98b49a.device
3.369s sys-devices-pci0000:00-0000:00:04.0-nvme-nvme0-nvme0n1-nvme0n1p3.device
3.369s dev-nvme0n1p3.device
3.369s dev-disk-by\x2did-nvme\x2dAmazon_Elastic_Block_Store_vol027d25e008fc0658b\x2dpart3.device
3.369s dev-disk-by\x2dlabel-boot.device
3.369s dev-disk-by\x2duuid-4d8106fb\x2d49cd\x2d4c32\x2da950\x2db87a78f80eaf.device
3.369s dev-disk-by\x2dpath-pci\x2d0000:00:04.0\x2dnvme\x2d1\x2dpart3.device
3.363s dev-disk-by\x2did-nvme\x2duuid.1a6d03e4\x2db5de\x2d55fb\x2dad15\x2d74b7caf88d62\x2dpart4.device
3.363s dev-nvme0n1p4.device
3.363s dev-disk-by\x2did-nvme\x2dAmazon_Elastic_Block_Store_vol027d25e008fc0658b\x2dpart4.device
3.363s dev-disk-by\x2dpartlabel-root.device
3.363s dev-disk-by\x2dpartuuid-fa8cd102\x2d5e92\x2d554e\x2dac90\x2da1f2e48e1148.device
