11.099s chrony-wait.service
 3.635s sys-module-fuse.device
 3.546s sys-module-configfs.device
 3.521s sys-devices-pnp0-00:04-tty-ttyS0.device
 3.521s dev-ttyS0.device
 3.519s dev-ttyS1.device
 3.519s sys-devices-platform-serial8250-tty-ttyS1.device
 3.517s dev-ttyS2.device
 3.517s sys-devices-platform-serial8250-tty-ttyS2.device
 3.516s dev-ttyS3.device
 3.516s sys-devices-platform-serial8250-tty-ttyS3.device
 3.388s ovs-configuration.service
 3.386s sys-devices-pci0000:00-0000:00:05.0-net-ens5.device
 3.386s sys-subsystem-net-devices-ens5.device
 3.369s dev-disk-by\x2did-nvme\x2dAmazon_Elastic_Block_Store_vol0369d949dbbda9221\x2dpart4.device
 3.369s dev-disk-by\x2duuid-cbef23e1\x2d1c84\x2d4275\x2d8d5b\x2d139ef2438c2f.device
 3.367s dev-disk-by\x2did-nvme\x2dAmazon_Elastic_Block_Store_vol0369d949dbbda9221_1\x2dpart1.device
 3.367s dev-disk-by\x2dpartlabel-BIOS\x2dBOOT.device
 3.367s dev-disk-by\x2dpath-pci\x2d0000:00:04.0\x2dnvme\x2d1\x2dpart1.device
 3.367s sys-devices-pci0000:00-0000:00:04.0-nvme-nvme0-nvme0n1-nvme0n1p1.device
 3.367s dev-disk-by\x2dpartuuid-269357c1\x2d2a68\x2dba45\x2d96fd\x2d3054dd657a64.device
 3.367s dev-nvme0n1p1.device
 3.367s dev-disk-by\x2did-nvme\x2dAmazon_Elastic_Block_Store_vol0369d949dbbda9221\x2dpart1.device
 3.367s dev-disk-by\x2did-nvme\x2duuid.93a383fc\x2d308f\x2d5c03\x2dbc8a\x2d7fc82ca9be0f\x2dpart1.device
 3.362s dev-disk-by\x2did-nvme\x2duuid.93a383fc\x2d308f\x2d5c03\x2dbc8a\x2d7fc82ca9be0f.device
 3.362s sys-devices-pci0000:00-0000:00:04.0-nvme-nvme0-nvme0n1.device
 3.362s dev-disk-by\x2did-nvme\x2dAmazon_Elastic_Block_Store_vol0369d949dbbda9221.device
 3.362s dev-disk-by\x2ddiskseq-1.device
 3.362s dev-nvme0n1.device
 3.362s dev-disk-by\x2did-nvme\x2dAmazon_Elastic_Block_Store_vol0369d949dbbda9221_1.device
 3.362s dev-disk-by\x2dpath-pci\x2d0000:00:04.0\x2dnvme\x2d1.device
 3.274s dev-disk-by\x2dpath-pci\x2d0000:00:04.0\x2dnvme\x2d1\x2dpart4.device
 3.274s dev-nvme0n1p4.device
 3.274s sys-devices-pci0000:00-0000:00:04.0-nvme-nvme0-nvme0n1-nvme0n1p4.device
 3.274s dev-disk-by\x2dpartlabel-root.device
 3.274s dev-disk-by\x2did-nvme\x2dAmazon_Elastic_Block_Store_vol0369d949dbbda9221_1\x2dpart4.device
 3.274s dev-disk-by\x2dpartuuid-fa8cd102\x2d5e92\x2d554e\x2dac90\x2da1f2e48e1148.device
 3.274s dev-disk-by\x2dlabel-root.device
 3.274s dev-disk-by\x2did-nvme\x2duuid.93a383fc\x2d308f\x2d5c03\x2dbc8a\x2d7fc82ca9be0f\x2dpart4.device
 3.272s dev-disk-by\x2did-nvme\x2dAmazon_Elastic_Block_Store_vol0369d949dbbda9221\x2dpart2.device
