7.077s chrony-wait.service
3.566s sys-module-fuse.device
3.486s sys-module-configfs.device
3.458s sys-devices-platform-serial8250-tty-ttyS1.device
3.458s dev-ttyS1.device
3.457s sys-devices-platform-serial8250-tty-ttyS3.device
3.457s sys-devices-platform-serial8250-tty-ttyS2.device
3.457s dev-ttyS3.device
3.457s dev-ttyS2.device
3.454s sys-devices-pnp0-00:04-tty-ttyS0.device
3.454s dev-ttyS0.device
3.301s dev-disk-by\x2duuid-1d9b5368\x2d74fd\x2d4355\x2d988f\x2dc383525c775b.device
3.299s dev-disk-by\x2dpartuuid-269357c1\x2d2a68\x2dba45\x2d96fd\x2d3054dd657a64.device
3.299s dev-disk-by\x2did-nvme\x2dAmazon_Elastic_Block_Store_vol0c1279ace071a761a_1\x2dpart1.device
3.299s dev-disk-by\x2did-nvme\x2dAmazon_Elastic_Block_Store_vol0c1279ace071a761a\x2dpart1.device
3.299s dev-disk-by\x2dpartlabel-BIOS\x2dBOOT.device
3.299s sys-devices-pci0000:00-0000:00:04.0-nvme-nvme0-nvme0n1-nvme0n1p1.device
3.299s dev-disk-by\x2dpath-pci\x2d0000:00:04.0\x2dnvme\x2d1\x2dpart1.device
3.299s dev-nvme0n1p1.device
3.299s dev-disk-by\x2did-nvme\x2duuid.2dbf45f6\x2d04d4\x2d5f97\x2dbd4d\x2dfe833cd87a6d\x2dpart1.device
3.298s dev-disk-by\x2dpath-pci\x2d0000:00:04.0\x2dnvme\x2d1.device
3.298s dev-disk-by\x2did-nvme\x2dAmazon_Elastic_Block_Store_vol0c1279ace071a761a_1.device
3.298s dev-nvme0n1.device
3.298s dev-disk-by\x2ddiskseq-1.device
3.298s dev-disk-by\x2did-nvme\x2duuid.2dbf45f6\x2d04d4\x2d5f97\x2dbd4d\x2dfe833cd87a6d.device
3.298s sys-devices-pci0000:00-0000:00:04.0-nvme-nvme0-nvme0n1.device
3.298s dev-disk-by\x2did-nvme\x2dAmazon_Elastic_Block_Store_vol0c1279ace071a761a.device
3.291s sys-devices-pci0000:00-0000:00:05.0-net-ens5.device
3.291s sys-subsystem-net-devices-ens5.device
3.243s ovs-configuration.service
3.214s dev-disk-by\x2dlabel-root.device
3.214s dev-disk-by\x2dpartuuid-fa8cd102\x2d5e92\x2d554e\x2dac90\x2da1f2e48e1148.device
3.214s dev-disk-by\x2dpartlabel-root.device
3.214s dev-disk-by\x2did-nvme\x2duuid.2dbf45f6\x2d04d4\x2d5f97\x2dbd4d\x2dfe833cd87a6d\x2dpart4.device
3.214s dev-disk-by\x2dpath-pci\x2d0000:00:04.0\x2dnvme\x2d1\x2dpart4.device
3.214s dev-disk-by\x2did-nvme\x2dAmazon_Elastic_Block_Store_vol0c1279ace071a761a_1\x2dpart4.device
3.214s sys-devices-pci0000:00-0000:00:04.0-nvme-nvme0-nvme0n1-nvme0n1p4.device
3.214s dev-nvme0n1p4.device
3.214s dev-disk-by\x2did-nvme\x2dAmazon_Elastic_Block_Store_vol0c1279ace071a761a\x2dpart4.device
3.212s dev-disk-by\x2dpartlabel-EFI\x2dSYSTEM.device
3.212s dev-disk-by\x2did-nvme\x2duuid.2dbf45f6\x2d04d4\x2d5f97\x2dbd4d\x2dfe833cd87a6d\x2dpart2.device
