3.429s sys-module-fuse.device
 821ms initrd-switch-root.service
 797ms crio.service
 683ms systemd-udev-settle.service
 619ms kubelet.service
 500ms initrd-cleanup.service
 472ms ldconfig.service
 358ms systemd-hwdb-update.service
 339ms dracut-initqueue.service
 330ms dracut-cmdline.service
 305ms ovsdb-server.service
 243ms NetworkManager-wait-online.service
 210ms systemd-tmpfiles-setup.service
 201ms systemd-vconsole-setup.service
 177ms dev-hugepages.mount
 173ms dev-mqueue.mount
 170ms sys-kernel-debug.mount
 166ms sys-kernel-tracing.mount
 163ms tmp.mount
 159ms coreos-printk-quiet.service
 148ms kmod-static-nodes.service
 145ms lvm2-monitor.service
 135ms modprobe@drm.service
 131ms modprobe@efi_pstore.service
 131ms ovs-vswitchd.service
 112ms NetworkManager.service
 104ms crio-subid.service
  95ms boot.mount
  92ms console-login-helper-messages-gensnippet-ssh-keys.service
  88ms systemd-udevd.service
  87ms systemd-tmpfiles-setup-dev.service
  79ms systemd-udev-trigger.service
  78ms systemd-modules-load.service
  76ms rpc-statd.service
  74ms systemd-network-generator.service
  67ms chronyd.service
  61ms systemd-journal-flush.service
  60ms systemd-logind.service
  60ms systemd-sysusers.service
  57ms systemd-remount-fs.service
  56ms coreos-ignition-write-issues.service
  56ms coreos-platform-chrony-config.service
  56ms kubelet-cleanup.service
  55ms dracut-pre-udev.service
  53ms dracut-shutdown.service
  52ms systemd-journald.service
  48ms auditd.service
  47ms kubelet-auto-node-size.service
  45ms sshd.service
  42ms rpc-statd-notify.service
  42ms dbus-broker.service
  40ms initrd-udevadm-cleanup-db.service
  36ms systemd-fsck@dev-disk-by\x2duuid-f1675272\x2db3e2\x2d4e0b\x2d8114\x2d6ddf55bde30f.service
  31ms dracut-pre-trigger.service
  31ms systemd-sysctl.service
  23ms systemd-journal-catalog-update.service
  20ms nmstate.service
  19ms systemd-fsck-root.service
  19ms rpcbind.service
  18ms wait-for-primary-ip.service
  16ms sys-fs-fuse-connections.mount
  16ms dracut-pre-pivot.service
  15ms sys-kernel-config.mount
  15ms nmstate-configuration.service
  13ms aws-kubelet-providerid.service
  13ms systemd-update-utmp-runlevel.service
  12ms node-valid-hostname.service
  11ms initrd-parse-etc.service
  10ms dracut-mount.service
  10ms ovs-delete-transient-ports.service
  10ms systemd-user-sessions.service
   9ms rhsmcertd.service
   9ms systemd-update-utmp.service
   9ms systemd-boot-update.service
   8ms modprobe@configfs.service
   8ms dracut-pre-mount.service
   7ms modprobe@fuse.service
   7ms systemd-update-done.service
   7ms aws-kubelet-nodename.service
   6ms systemd-random-seed.service
   5ms ostree-remount.service
   5ms var.mount
   1ms openvswitch.service
